State,Filed week ended,Initial Claims,Reflecting Week Ended,Continued Claims,Covered Employment,Insured Unemployment Rate
Georgia,12/30/2017,"7,559",12/23/2017,"30,446","4,190,963",0.73
Georgia,1/6/2018,"19,490",12/30/2017,"44,619","4,190,963",1.06
Georgia,1/13/2018,"11,290",1/6/2018,"40,703","4,211,074",0.97
Georgia,1/20/2018,"4,852",1/13/2018,"31,607","4,211,074",0.75
Georgia,1/27/2018,"7,912",1/20/2018,"32,673","4,211,074",0.78
Georgia,2/3/2018,"6,141",1/27/2018,"30,944","4,211,074",0.73
Georgia,2/10/2018,"6,173",2/3/2018,"30,715","4,211,074",0.73
Georgia,2/17/2018,"5,739",2/10/2018,"29,946","4,211,074",0.71
Georgia,2/24/2018,"4,887",2/17/2018,"28,908","4,211,074",0.69
Georgia,3/3/2018,"4,941",2/24/2018,"28,075","4,211,074",0.67
Georgia,3/10/2018,"5,382",3/3/2018,"27,939","4,211,074",0.66
Georgia,3/17/2018,"4,516",3/10/2018,"26,750","4,211,074",0.64
Georgia,3/24/2018,"4,385",3/17/2018,"26,210","4,211,074",0.62
Georgia,3/31/2018,"5,616",3/24/2018,"25,373","4,211,074",0.6
Georgia,4/7/2018,"5,866",3/31/2018,"27,693","4,211,074",0.66
Georgia,4/14/2018,"5,602",4/7/2018,"26,674","4,227,826",0.63
Georgia,4/21/2018,"4,804",4/14/2018,"25,378","4,227,826",0.6
Georgia,4/28/2018,"4,124",4/21/2018,"24,998","4,227,826",0.59
Georgia,5/5/2018,"5,089",4/28/2018,"25,330","4,227,826",0.6
Georgia,5/12/2018,"4,748",5/5/2018,"25,056","4,227,826",0.59
Georgia,5/19/2018,"4,847",5/12/2018,"25,316","4,227,826",0.6
Georgia,5/26/2018,"5,233",5/19/2018,"25,410","4,227,826",0.6
Georgia,6/2/2018,"4,835",5/26/2018,"25,774","4,227,826",0.61
Georgia,6/9/2018,"6,323",6/2/2018,"27,022","4,227,826",0.64
Georgia,6/16/2018,"4,760",6/9/2018,"26,239","4,227,826",0.62
Georgia,6/23/2018,"4,664",6/16/2018,"26,071","4,227,826",0.62
Georgia,6/30/2018,"5,223",6/23/2018,"26,544","4,227,826",0.63
Georgia,7/7/2018,"6,078",6/30/2018,"27,367","4,227,826",0.65
Georgia,7/14/2018,"10,096",7/7/2018,"32,731","4,248,833",0.77
Georgia,7/21/2018,"6,364",7/14/2018,"28,305","4,248,833",0.67
Georgia,7/28/2018,"4,766",7/21/2018,"27,448","4,248,833",0.65
Georgia,8/4/2018,"4,714",7/28/2018,"26,409","4,248,833",0.62
Georgia,8/11/2018,"5,663",8/4/2018,"27,042","4,248,833",0.64
Georgia,8/18/2018,"4,713",8/11/2018,"25,360","4,248,833",0.6
Georgia,8/25/2018,"4,181",8/18/2018,"25,160","4,248,833",0.59
Georgia,9/1/2018,"4,270",8/25/2018,"24,533","4,248,833",0.58
Georgia,9/8/2018,"4,007",9/1/2018,"24,256","4,248,833",0.57
Georgia,9/15/2018,"5,602",9/8/2018,"24,963","4,248,833",0.59
Georgia,9/22/2018,"4,417",9/15/2018,"23,535","4,248,833",0.55
Georgia,9/29/2018,"4,327",9/22/2018,"23,162","4,248,833",0.55
Georgia,10/6/2018,"5,328",9/29/2018,"24,101","4,248,833",0.57
Georgia,10/13/2018,"4,478",10/6/2018,"23,341","4,271,277",0.55
Georgia,10/20/2018,"8,146",10/13/2018,"25,459","4,271,277",0.6
Georgia,10/27/2018,"5,697",10/20/2018,"24,227","4,271,277",0.57
Georgia,11/3/2018,"5,317",10/27/2018,"23,304","4,271,277",0.55
Georgia,11/10/2018,"6,375",11/3/2018,"24,033","4,271,277",0.56
Georgia,11/17/2018,"6,741",11/10/2018,"25,101","4,271,277",0.59
Georgia,11/24/2018,"5,062",11/17/2018,"21,990","4,271,277",0.51
Georgia,12/1/2018,"9,728",11/24/2018,"29,263","4,271,277",0.69
Georgia,12/8/2018,"5,969",12/1/2018,"24,163","4,271,277",0.57
Georgia,12/15/2018,"5,363",12/8/2018,"24,086","4,271,277",0.56
Georgia,12/22/2018,"6,098",12/15/2018,"25,146","4,271,277",0.59
Georgia,12/29/2018,"7,002",12/22/2018,"26,538","4,271,277",0.62
Georgia,1/5/2019,"17,800",12/29/2018,"38,700","4,271,277",0.91
Georgia,1/12/2019,"13,145",1/5/2019,"38,060","4,290,407",0.89
Georgia,1/19/2019,"7,402",1/12/2019,"29,355","4,290,407",0.68
Georgia,1/26/2019,"5,529",1/19/2019,"28,292","4,290,407",0.66
Georgia,2/2/2019,"5,483",1/26/2019,"27,875","4,290,407",0.65
Georgia,2/9/2019,"5,575",2/2/2019,"27,142","4,290,407",0.63
Georgia,2/16/2019,"5,711",2/9/2019,"26,530","4,290,407",0.62
Georgia,2/23/2019,"5,120",2/16/2019,"27,208","4,290,407",0.63
Georgia,3/2/2019,"5,781",2/23/2019,"26,703","4,290,407",0.62
Georgia,3/9/2019,"5,166",3/2/2019,"25,281","4,290,407",0.59
Georgia,3/16/2019,"4,387",3/9/2019,"24,682","4,290,407",0.58
Georgia,3/23/2019,"4,182",3/16/2019,"23,918","4,290,407",0.56
Georgia,3/30/2019,"4,171",3/23/2019,"23,944","4,290,407",0.56
Georgia,4/6/2019,"4,642",3/30/2019,"23,020","4,290,407",0.54
Georgia,4/13/2019,"5,248",4/6/2019,"24,837","4,314,458",0.58
Georgia,4/20/2019,"4,655",4/13/2019,"23,737","4,314,458",0.55
Georgia,4/27/2019,"4,457",4/20/2019,"24,013","4,314,458",0.56
Georgia,5/4/2019,"4,851",4/27/2019,"23,899","4,314,458",0.55
Georgia,5/11/2019,"5,072",5/4/2019,"23,743","4,314,458",0.55
Georgia,5/18/2019,"4,286",5/11/2019,"24,030","4,314,458",0.56
Georgia,5/25/2019,"4,191",5/18/2019,"24,042","4,314,458",0.56
Georgia,6/1/2019,"4,474",5/25/2019,"24,268","4,314,458",0.56
Georgia,6/8/2019,"5,366",6/1/2019,"24,860","4,314,458",0.58
Georgia,6/15/2019,"4,332",6/8/2019,"24,648","4,314,458",0.57
Georgia,6/22/2019,"4,412",6/15/2019,"25,072","4,314,458",0.58
Georgia,6/29/2019,"4,336",6/22/2019,"24,973","4,314,458",0.58
Georgia,7/6/2019,"5,234",6/29/2019,"24,972","4,314,458",0.58
Georgia,7/13/2019,"9,065",7/6/2019,"30,818","4,332,044",0.71
Georgia,7/20/2019,"6,107",7/13/2019,"27,148","4,332,044",0.63
Georgia,7/27/2019,"4,275",7/20/2019,"26,077","4,332,044",0.6
Georgia,8/3/2019,"4,402",7/27/2019,"25,618","4,332,044",0.59
Georgia,8/10/2019,"4,395",8/3/2019,"25,319","4,332,044",0.58
Georgia,8/17/2019,"3,913",8/10/2019,"24,789","4,332,044",0.57
Georgia,8/24/2019,"4,450",8/17/2019,"25,549","4,332,044",0.59
Georgia,8/31/2019,"4,797",8/24/2019,"24,822","4,332,044",0.57
Georgia,9/7/2019,"3,645",8/31/2019,"24,574","4,332,044",0.57
Georgia,9/14/2019,"5,208",9/7/2019,"25,217","4,332,044",0.58
Georgia,9/21/2019,"4,262",9/14/2019,"24,252","4,332,044",0.56
Georgia,9/28/2019,"4,534",9/21/2019,"23,955","4,332,044",0.55
Georgia,10/5/2019,"4,843",9/28/2019,"24,335","4,332,044",0.56
Georgia,10/12/2019,"5,100",10/5/2019,"23,752","4,353,840",0.55
Georgia,10/19/2019,"4,431",10/12/2019,"24,134","4,353,840",0.55
Georgia,10/26/2019,"6,255",10/19/2019,"25,067","4,353,840",0.58
Georgia,11/2/2019,"5,207",10/26/2019,"24,694","4,353,840",0.57
Georgia,11/9/2019,"5,417",11/2/2019,"24,251","4,353,840",0.56
Georgia,11/16/2019,"3,934",11/9/2019,"23,917","4,353,840",0.55
Georgia,11/23/2019,"5,780",11/16/2019,"24,461","4,353,840",0.56
Georgia,11/30/2019,"3,961",11/23/2019,"21,522","4,353,840",0.49
Georgia,12/7/2019,"9,592",11/30/2019,"31,239","4,353,840",0.72
Georgia,12/14/2019,"6,595",12/7/2019,"26,358","4,353,840",0.61
Georgia,12/21/2019,"4,885",12/14/2019,"25,133","4,353,840",0.58
Georgia,12/28/2019,"4,131",12/21/2019,"24,259","4,353,840",0.56
Georgia,1/4/2020,"17,060",12/28/2019,"38,704","4,353,840",0.89
Georgia,1/11/2020,"17,962",1/4/2020,"47,482","4,373,059",1.09
Georgia,1/18/2020,"8,161",1/11/2020,"32,079","4,373,059",0.73
Georgia,1/25/2020,"5,257",1/18/2020,"28,998","4,373,059",0.66
Georgia,2/1/2020,"5,199",1/25/2020,"28,332","4,373,059",0.65
Georgia,2/8/2020,"5,577",2/1/2020,"26,984","4,373,059",0.62
Georgia,2/15/2020,"6,277",2/8/2020,"27,317","4,373,059",0.62
Georgia,2/22/2020,"5,030",2/15/2020,"26,963","4,373,059",0.62
Georgia,2/29/2020,"5,538",2/22/2020,"26,958","4,373,059",0.62
Georgia,3/7/2020,"4,569",2/29/2020,"25,079","4,373,059",0.57
Georgia,3/14/2020,"5,445",3/7/2020,"25,352","4,373,059",0.58
Georgia,3/21/2020,"12,140",3/14/2020,"27,507","4,373,059",0.63
Georgia,3/28/2020,"133,820",3/21/2020,"107,877","4,373,059",2.47
Georgia,4/4/2020,"390,132",3/28/2020,"360,077","4,373,059",8.23
Georgia,4/11/2020,"319,581",4/4/2020,"595,418","4,388,404",13.57
Georgia,4/18/2020,"247,003",4/11/2020,"611,889","4,388,404",13.94
Georgia,4/25/2020,"266,565",4/18/2020,"758,856","4,388,404",17.29
Georgia,5/2/2020,"228,352",4/25/2020,"885,764","4,388,404",20.18
Georgia,5/9/2020,"242,772",5/2/2020,"812,913","4,388,404",18.52
Georgia,5/16/2020,"177,731",5/9/2020,"790,178","4,388,404",18.01
Georgia,5/23/2020,"165,499",5/16/2020,"731,762","4,388,404",16.67
Georgia,5/30/2020,"149,163",5/23/2020,"754,833","4,388,404",17.2
Georgia,6/6/2020,"135,254",5/30/2020,"698,154","4,388,404",15.91
Georgia,6/13/2020,"131,997",6/6/2020,"682,501","4,388,404",15.55
Georgia,6/20/2020,"125,725",6/13/2020,"669,735","4,388,404",15.26
Georgia,6/27/2020,"117,485",6/20/2020,"661,233","4,388,404",15.07
Georgia,7/4/2020,"105,160",6/27/2020,"619,947","4,388,404",14.13
Georgia,7/11/2020,"138,452",7/4/2020,"792,717","4,406,223",17.99
Georgia,7/18/2020,"122,313",7/11/2020,"703,153","4,406,223",15.96
Georgia,7/25/2020,"84,984",7/18/2020,"636,912","4,406,223",14.45
Georgia,8/1/2020,"73,931",7/25/2020,"633,988","4,406,223",14.39
Georgia,8/8/2020,"62,335",8/1/2020,"572,455","4,406,223",12.99
Maryland,1/3/2015,"5,879",12/27/2014,"55,745","2,394,770",2.33
Maryland,1/10/2015,"8,273",1/3/2015,"57,945","2,394,770",2.42
Maryland,1/17/2015,"5,697",1/10/2015,"57,315","2,394,770",2.39
Maryland,1/24/2015,"4,465",1/17/2015,"57,051","2,394,770",2.38
Maryland,1/31/2015,"5,178",1/24/2015,"56,783","2,402,114",2.36
Maryland,2/7/2015,"4,694",1/31/2015,"57,078","2,402,114",2.38
Maryland,2/14/2015,"3,966",2/7/2015,"55,748","2,402,114",2.32
Maryland,2/21/2015,"5,615",2/14/2015,"55,148","2,402,114",2.3
Maryland,2/28/2015,"4,873",2/21/2015,"56,968","2,402,114",2.37
Maryland,3/7/2015,"4,277",2/28/2015,"54,088","2,402,114",2.25
Maryland,3/14/2015,"4,587",3/7/2015,"55,519","2,402,114",2.31
Maryland,3/21/2015,"3,978",3/14/2015,"51,747","2,402,114",2.15
Maryland,3/28/2015,"3,617",3/21/2015,"49,310","2,402,114",2.05
Maryland,4/4/2015,"4,708",3/28/2015,"46,628","2,402,114",1.94
Maryland,4/11/2015,"4,546",4/4/2015,"45,402","2,402,114",1.89
Maryland,4/18/2015,"3,549",4/11/2015,"44,039","2,402,114",1.83
Maryland,4/25/2015,"3,492",4/18/2015,"41,553","2,401,560",1.73
Maryland,5/2/2015,"3,450",4/25/2015,"40,307","2,401,560",1.68
Maryland,5/9/2015,"3,750",5/2/2015,"39,378","2,401,560",1.64
Maryland,5/16/2015,"3,636",5/9/2015,"38,732","2,401,560",1.61
Maryland,5/23/2015,"3,773",5/16/2015,"38,094","2,401,560",1.59
Maryland,5/30/2015,"3,386",5/23/2015,"37,673","2,401,560",1.57
Maryland,6/6/2015,"4,060",5/30/2015,"38,071","2,401,560",1.59
Maryland,6/13/2015,"3,834",6/6/2015,"38,321","2,401,560",1.6
Maryland,6/20/2015,"5,281",6/13/2015,"38,324","2,401,560",1.6
Maryland,6/27/2015,"5,274",6/20/2015,"39,589","2,401,560",1.65
Maryland,7/4/2015,"3,970",6/27/2015,"40,873","2,401,560",1.7
Maryland,7/11/2015,"4,553",7/4/2015,"42,279","2,401,560",1.76
Maryland,7/18/2015,"3,677",7/11/2015,"42,374","2,401,560",1.76
Maryland,7/25/2015,"3,470",7/18/2015,"41,869","2,401,560",1.74
Maryland,8/1/2015,"3,591",7/25/2015,"41,807","2,401,560",1.74
Maryland,8/8/2015,"4,095",8/1/2015,"41,535","2,401,560",1.73
Maryland,8/15/2015,"3,546",8/8/2015,"41,988","2,392,036",1.76
Maryland,8/22/2015,"3,522",8/15/2015,"41,560","2,392,036",1.74
Maryland,8/29/2015,"3,354",8/22/2015,"40,832","2,392,036",1.71
Maryland,9/5/2015,"3,617",8/29/2015,"38,336","2,392,036",1.6
Maryland,9/12/2015,"2,894",9/5/2015,"36,453","2,392,036",1.52
Maryland,9/19/2015,"3,274",9/12/2015,"35,468","2,392,036",1.48
Maryland,9/26/2015,"3,157",9/19/2015,"34,848","2,392,036",1.46
Maryland,10/3/2015,"3,684",9/26/2015,"34,520","2,392,036",1.44
Maryland,10/10/2015,"4,160",10/3/2015,"34,492","2,392,036",1.44
Maryland,10/17/2015,"3,652",10/10/2015,"34,580","2,392,036",1.45
Maryland,10/24/2015,"3,890",10/17/2015,"35,039","2,392,036",1.46
Maryland,10/31/2015,"3,843",10/24/2015,"35,435","2,392,036",1.48
Maryland,11/7/2015,"4,366",10/31/2015,"36,109","2,392,036",1.51
Maryland,11/14/2015,"3,762",11/7/2015,"36,412","2,392,036",1.52
Maryland,11/21/2015,"4,171",11/14/2015,"36,930","2,433,935",1.52
Maryland,11/28/2015,"4,325",11/21/2015,"36,150","2,433,935",1.49
Maryland,12/5/2015,"5,086",11/28/2015,"40,296","2,433,935",1.66
Maryland,12/12/2015,"4,131",12/5/2015,"39,367","2,433,935",1.62
Maryland,12/19/2015,"4,749",12/12/2015,"39,501","2,433,935",1.62
Maryland,12/26/2015,"7,336",12/19/2015,"39,870","2,433,935",1.64
Maryland,1/2/2016,"6,275",12/26/2015,"44,873","2,433,935",1.84
Maryland,1/9/2016,"7,100",1/2/2016,"48,334","2,433,935",1.99
Maryland,1/16/2016,"5,227",1/9/2016,"46,576","2,433,935",1.91
Maryland,1/23/2016,"4,812",1/16/2016,"46,577","2,433,935",1.91
Maryland,1/30/2016,"7,275",1/23/2016,"47,194","2,433,935",1.94
Maryland,2/6/2016,"5,364",1/30/2016,"50,802","2,433,935",2.09
Maryland,2/13/2016,"4,052",2/6/2016,"48,120","2,433,935",1.98
Maryland,2/20/2016,"3,671",2/13/2016,"47,606","2,433,935",1.96
Maryland,2/27/2016,"3,906",2/20/2016,"47,387","2,433,935",1.95
Maryland,3/5/2016,"3,693",2/27/2016,"46,679","2,433,935",1.92
Maryland,3/12/2016,"3,386",3/5/2016,"44,949","2,433,935",1.85
Maryland,3/19/2016,"3,645",3/12/2016,"42,916","2,433,935",1.76
Maryland,3/26/2016,"4,144",3/19/2016,"41,611","2,433,935",1.71
Maryland,4/2/2016,"4,021",3/26/2016,"40,608","2,433,935",1.67
Maryland,4/9/2016,"4,082",4/2/2016,"39,699","2,437,083",1.63
Maryland,4/16/2016,"3,359",4/9/2016,"37,869","2,437,083",1.55
Maryland,4/23/2016,"3,230",4/16/2016,"36,889","2,437,083",1.51
Maryland,4/30/2016,"3,316",4/23/2016,"35,516","2,437,083",1.46
Maryland,5/7/2016,"4,091",4/30/2016,"35,279","2,437,083",1.45
Maryland,5/14/2016,"3,515",5/7/2016,"35,389","2,437,083",1.45
Maryland,5/21/2016,"4,080",5/14/2016,"34,753","2,437,083",1.43
Maryland,5/28/2016,"3,673",5/21/2016,"35,118","2,437,083",1.44
Maryland,6/4/2016,"3,330",5/28/2016,"34,918","2,437,083",1.43
Maryland,6/11/2016,"3,549",6/4/2016,"34,605","2,437,083",1.42
Maryland,6/18/2016,"4,789",6/11/2016,"34,569","2,437,083",1.42
Maryland,6/25/2016,"5,544",6/18/2016,"35,498","2,437,083",1.46
Maryland,7/2/2016,"4,237",6/25/2016,"37,941","2,437,083",1.56
Maryland,7/9/2016,"4,027",7/2/2016,"38,044","2,448,958",1.55
Maryland,7/16/2016,"3,906",7/9/2016,"38,508","2,448,958",1.57
Maryland,7/23/2016,"3,492",7/16/2016,"38,403","2,448,958",1.57
Maryland,7/30/2016,"3,641",7/23/2016,"38,558","2,448,958",1.57
Maryland,8/6/2016,"4,214",7/30/2016,"38,728","2,448,958",1.58
Maryland,8/13/2016,"4,044",8/6/2016,"38,970","2,448,958",1.59
Maryland,8/20/2016,"3,369",8/13/2016,"39,482","2,448,958",1.61
Maryland,8/27/2016,"3,204",8/20/2016,"38,389","2,448,958",1.57
Maryland,9/3/2016,"3,343",8/27/2016,"36,233","2,448,958",1.48
Maryland,9/10/2016,"3,189",9/3/2016,"33,635","2,448,958",1.37
Maryland,9/17/2016,"3,094",9/10/2016,"33,176","2,448,958",1.35
Maryland,9/24/2016,"3,335",9/17/2016,"32,437","2,448,958",1.32
Maryland,10/1/2016,"3,286",9/24/2016,"32,492","2,448,958",1.33
Maryland,10/8/2016,"4,091",10/1/2016,"32,283","2,463,779",1.31
Maryland,10/15/2016,"3,377",10/8/2016,"32,193","2,463,779",1.31
Maryland,10/22/2016,"3,737",10/15/2016,"32,329","2,463,779",1.31
Maryland,10/29/2016,"3,623",10/22/2016,"32,652","2,463,779",1.33
Maryland,11/5/2016,"4,016",10/29/2016,"32,992","2,463,779",1.34
Maryland,11/12/2016,"3,075",11/5/2016,"32,769","2,463,779",1.33
Maryland,11/19/2016,"4,373",11/12/2016,"33,386","2,463,779",1.36
Maryland,11/26/2016,"3,773",11/19/2016,"32,996","2,463,779",1.34
Maryland,12/3/2016,"5,121",11/26/2016,"35,748","2,463,779",1.45
Maryland,12/10/2016,"4,129",12/3/2016,"35,573","2,463,779",1.44
Maryland,12/17/2016,"4,785",12/10/2016,"35,915","2,463,779",1.46
Maryland,12/24/2016,"6,509",12/17/2016,"36,903","2,463,779",1.5
Maryland,12/31/2016,"7,561",12/24/2016,"39,772","2,463,779",1.61
Maryland,1/7/2017,"6,183",12/31/2016,"44,639","2,463,779",1.81
Maryland,1/14/2017,"5,485",1/7/2017,"43,470","2,463,779",1.76
Maryland,1/21/2017,"4,223",1/14/2017,"43,584","2,463,779",1.77
Maryland,1/28/2017,"4,398",1/21/2017,"44,021","2,469,509",1.78
Maryland,2/4/2017,"4,417",1/28/2017,"44,159","2,469,509",1.79
Maryland,2/11/2017,"3,917",2/4/2017,"43,748","2,469,509",1.77
Maryland,2/18/2017,"3,565",2/11/2017,"43,597","2,469,509",1.77
Maryland,2/25/2017,"3,016",2/18/2017,"42,480","2,469,509",1.72
Maryland,3/4/2017,"3,560",2/25/2017,"41,707","2,469,509",1.69
Maryland,3/11/2017,"3,455",3/4/2017,"40,986","2,469,509",1.66
Maryland,3/18/2017,"3,951",3/11/2017,"39,682","2,469,509",1.61
Maryland,3/25/2017,"3,786",3/18/2017,"40,012","2,469,509",1.62
Maryland,4/1/2017,"2,988",3/25/2017,"38,404","2,469,509",1.56
Maryland,4/8/2017,"3,490",4/1/2017,"32,220","2,469,509",1.3
Maryland,4/15/2017,"5,053",4/8/2017,"35,267","2,478,336",1.42
Maryland,4/22/2017,"3,299",4/15/2017,"36,078","2,478,336",1.46
Maryland,4/29/2017,"3,415",4/22/2017,"33,650","2,478,336",1.36
Maryland,5/6/2017,"3,407",4/29/2017,"32,907","2,478,336",1.33
Maryland,5/13/2017,"3,206",5/6/2017,"32,453","2,478,336",1.31
Maryland,5/20/2017,"3,348",5/13/2017,"32,169","2,478,336",1.3
Maryland,5/27/2017,"4,008",5/20/2017,"31,978","2,478,336",1.29
Maryland,6/3/2017,"3,279",5/27/2017,"32,645","2,478,336",1.32
Maryland,6/10/2017,"3,680",6/3/2017,"32,422","2,478,336",1.31
Maryland,6/17/2017,"5,954",6/10/2017,"32,536","2,478,336",1.31
Maryland,6/24/2017,"4,271",6/17/2017,"35,087","2,478,336",1.42
Maryland,7/1/2017,"3,434",6/24/2017,"33,210","2,478,336",1.34
Maryland,7/8/2017,"3,993",7/1/2017,"36,226","2,484,557",1.46
Maryland,7/15/2017,"3,689",7/8/2017,"37,288","2,484,557",1.5
Maryland,7/22/2017,"3,321",7/15/2017,"36,660","2,484,557",1.48
Maryland,7/29/2017,"3,327",7/22/2017,"36,743","2,484,557",1.48
Maryland,8/5/2017,"3,589",7/29/2017,"36,619","2,484,557",1.47
Maryland,8/12/2017,"3,490",8/5/2017,"36,774","2,484,557",1.48
Maryland,8/19/2017,"3,320",8/12/2017,"36,534","2,484,557",1.47
Maryland,8/26/2017,"3,144",8/19/2017,"36,217","2,484,557",1.46
Maryland,9/2/2017,"3,250",8/26/2017,"35,336","2,484,557",1.42
Maryland,9/9/2017,"2,898",9/2/2017,"33,973","2,484,557",1.37
Maryland,9/16/2017,"3,068",9/9/2017,"30,944","2,484,557",1.25
Maryland,9/23/2017,"3,083",9/16/2017,"30,085","2,484,557",1.21
Maryland,9/30/2017,"3,188",9/23/2017,"29,880","2,484,557",1.2
Maryland,10/7/2017,"3,831",9/30/2017,"29,802","2,484,557",1.2
Maryland,10/14/2017,"3,368",10/7/2017,"29,840","2,491,609",1.2
Maryland,10/21/2017,"3,473",10/14/2017,"30,435","2,491,609",1.22
Maryland,10/28/2017,"3,605",10/21/2017,"30,444","2,491,609",1.22
Maryland,11/4/2017,"4,007",10/28/2017,"30,786","2,491,609",1.24
Maryland,11/11/2017,"3,368",11/4/2017,"30,898","2,491,609",1.24
Maryland,11/18/2017,"4,321",11/11/2017,"31,749","2,491,609",1.27
Maryland,11/25/2017,"3,427",11/18/2017,"31,380","2,491,609",1.26
Maryland,12/2/2017,"4,638",11/25/2017,"34,174","2,491,609",1.37
Maryland,12/9/2017,"3,842",12/2/2017,"33,286","2,491,609",1.34
Maryland,12/16/2017,"4,161",12/9/2017,"33,397","2,491,609",1.34
Maryland,12/23/2017,"5,605",12/16/2017,"34,152","2,491,609",1.37
Maryland,12/30/2017,"7,651",12/23/2017,"35,383","2,491,609",1.42
Maryland,1/6/2018,"5,798",12/30/2017,"40,090","2,491,609",1.61
Maryland,1/13/2018,"5,053",1/6/2018,"36,087","2,498,492",1.44
Maryland,1/20/2018,"4,233",1/13/2018,"39,615","2,498,492",1.59
Maryland,1/27/2018,"4,213",1/20/2018,"40,422","2,498,492",1.62
Maryland,2/3/2018,"4,058",1/27/2018,"39,997","2,498,492",1.6
Maryland,2/10/2018,"3,684",2/3/2018,"39,767","2,498,492",1.59
Maryland,2/17/2018,"3,149",2/10/2018,"39,519","2,498,492",1.58
Maryland,2/24/2018,"2,801",2/17/2018,"38,302","2,498,492",1.53
Maryland,3/3/2018,"3,039",2/24/2018,"37,737","2,498,492",1.51
Maryland,3/10/2018,"3,095",3/3/2018,"36,594","2,498,492",1.46
Maryland,3/17/2018,"3,151",3/10/2018,"35,339","2,498,492",1.41
Maryland,3/24/2018,"3,662",3/17/2018,"33,956","2,498,492",1.36
Maryland,3/31/2018,"3,690",3/24/2018,"34,431","2,498,492",1.38
Maryland,4/7/2018,"3,463",3/31/2018,"32,481","2,498,492",1.3
Maryland,4/14/2018,"2,794",4/7/2018,"31,037","2,503,707",1.24
Maryland,4/21/2018,"2,836",4/14/2018,"29,427","2,503,707",1.18
Maryland,4/28/2018,"2,886",4/21/2018,"28,726","2,503,707",1.15
Maryland,5/5/2018,"2,828",4/28/2018,"28,270","2,503,707",1.13
Maryland,5/12/2018,"3,020",5/5/2018,"27,643","2,503,707",1.1
Maryland,5/19/2018,"3,613",5/12/2018,"27,237","2,503,707",1.09
Maryland,5/26/2018,"3,522",5/19/2018,"27,653","2,503,707",1.1
Maryland,6/2/2018,"2,801",5/26/2018,"27,447","2,503,707",1.1
Maryland,6/9/2018,"2,949",6/2/2018,"27,498","2,503,707",1.1
Maryland,6/16/2018,"3,102",6/9/2018,"27,332","2,503,707",1.09
Maryland,6/23/2018,"5,865",6/16/2018,"27,366","2,503,707",1.09
Maryland,6/30/2018,"3,365",6/23/2018,"30,245","2,503,707",1.21
Maryland,7/7/2018,"3,756",6/30/2018,"30,381","2,503,707",1.21
Maryland,7/14/2018,"3,225",7/7/2018,"31,608","2,503,707",1.26
Maryland,7/21/2018,"2,932",7/14/2018,"31,045","2,503,707",1.24
Maryland,7/28/2018,"3,342",7/21/2018,"30,776","2,508,514",1.23
Maryland,8/4/2018,"3,352",7/28/2018,"31,104","2,508,514",1.24
Maryland,8/11/2018,"3,099",8/4/2018,"30,985","2,508,514",1.24
Maryland,8/18/2018,"2,845",8/11/2018,"30,917","2,508,514",1.23
Maryland,8/25/2018,"2,663",8/18/2018,"30,476","2,508,514",1.21
Maryland,9/1/2018,"2,662",8/25/2018,"29,856","2,508,514",1.19
Maryland,9/8/2018,"2,606",9/1/2018,"28,231","2,508,514",1.13
Maryland,9/15/2018,"3,068",9/8/2018,"25,268","2,508,514",1.01
Maryland,9/22/2018,"2,775",9/15/2018,"25,320","2,508,514",1.01
Maryland,9/29/2018,"2,899",9/22/2018,"24,313","2,508,514",0.97
Maryland,10/6/2018,"2,877",9/29/2018,"24,403","2,508,514",0.97
Maryland,10/13/2018,"2,991",10/6/2018,"23,603","2,515,703",0.94
Maryland,10/20/2018,"2,937",10/13/2018,"23,894","2,515,703",0.95
Maryland,10/27/2018,"3,210",10/20/2018,"24,361","2,515,703",0.97
Maryland,11/3/2018,"3,127",10/27/2018,"24,105","2,515,703",0.96
Maryland,11/10/2018,"3,439",11/3/2018,"24,402","2,515,703",0.97
Maryland,11/17/2018,"3,108",11/10/2018,"25,149","2,515,703",1
Maryland,11/24/2018,"3,124",11/17/2018,"24,351","2,515,703",0.97
Maryland,12/1/2018,"4,011",11/24/2018,"26,687","2,515,703",1.06
Maryland,12/8/2018,"3,219",12/1/2018,"24,129","2,515,703",0.96
Maryland,12/15/2018,"3,540",12/8/2018,"26,609","2,515,703",1.06
Maryland,12/22/2018,"4,791",12/15/2018,"27,169","2,515,703",1.08
Maryland,12/29/2018,"6,556",12/22/2018,"28,396","2,515,703",1.13
Maryland,1/5/2019,"4,467",12/29/2018,"33,251","2,515,703",1.32
Maryland,1/12/2019,"5,297",1/5/2019,"32,480","2,526,008",1.29
Maryland,1/19/2019,"4,735",1/12/2019,"32,879","2,526,008",1.3
Maryland,1/26/2019,"4,079",1/19/2019,"33,817","2,526,008",1.34
Maryland,2/2/2019,"3,704",1/26/2019,"34,359","2,526,008",1.36
Maryland,2/9/2019,"3,134",2/2/2019,"33,439","2,526,008",1.32
Maryland,2/16/2019,"3,162",2/9/2019,"32,645","2,526,008",1.29
Maryland,2/23/2019,"2,551",2/16/2019,"32,382","2,526,008",1.28
Maryland,3/2/2019,"2,730",2/23/2019,"32,168","2,526,008",1.27
Maryland,3/9/2019,"2,885",3/2/2019,"31,246","2,526,008",1.24
Maryland,3/16/2019,"2,593",3/9/2019,"30,617","2,526,008",1.21
