state,date,state_new_cases_per_100000,state_new_deaths_per_100000
Colorado,3/10/2020,0.0426397,0
Oregon,3/10/2020,0.037497881,0
Iowa,3/10/2020,0.03621054,0
Hawaii,3/10/2020,0.030170654,0
New Jersey,3/10/2020,0.02405402,0.001603601
Vermont,3/10/2020,0.022809735,0
Nebraska,3/10/2020,0.022214199,0
New Hampshire,3/10/2020,0.021063261,0
Georgia,3/10/2020,0.020370381,0
South Carolina,3/10/2020,0.01966906,0
Maryland,3/10/2020,0.018912965,0
Nevada,3/10/2020,0.018831732,0
Kentucky,3/10/2020,0.015985261,0
Rhode Island,3/10/2020,0.013511313,0
Virginia,3/10/2020,0.013417462,0
Pennsylvania,3/10/2020,0.013385474,0
Indiana,3/10/2020,0.012808704,0
Arizona,3/10/2020,0.009959857,0
Utah,3/10/2020,0.009038431,0
Illinois,3/10/2020,0.008969861,0
Florida,3/10/2020,0.008719257,0.001341424
North Carolina,3/10/2020,0.008254759,0
Texas,3/10/2020,0.007963649,0
Wisconsin,3/10/2020,0.007371917,0
Oklahoma,3/10/2020,0.007245969,0
Tennessee,3/10/2020,0.00633044,0
Minnesota,3/10/2020,0.005091876,0
Kansas,3/10/2020,0.004906634,0
Connecticut,3/10/2020,0.003998616,0
Ohio,3/10/2020,0.003666312,0
Missouri,3/10/2020,0.002331809,0
North Dakota,3/10/2020,0,0
Michigan,3/10/2020,0,0
District of Columbia,3/10/2020,0,0
South Dakota,3/10/2020,0,0
Delaware,3/10/2020,0,0
Arkansas,3/10/2020,0,0
New Mexico,3/10/2020,0,0
Louisiana,3/10/2020,0,0
Wyoming,3/10/2020,0,0
Maine,3/10/2020,0,0
Puerto Rico,3/10/2020,0,0
Alaska,3/10/2020,0,0
Montana,3/10/2020,0,0
West Virginia,3/10/2020,0,0
Alabama,3/10/2020,0,0
Idaho,3/10/2020,0,0
Mississippi,3/10/2020,0,0
Northern Mariana Islands,3/10/2020,,
American Samoa,3/10/2020,,
Guam,3/10/2020,,
Virgin Islands,3/10/2020,,
Washington,3/9/2020,0.197159624,0.024644953
New York,3/9/2020,0.103073594,0
Massachusetts,3/9/2020,0.043464724,0
Oregon,3/9/2020,0.037497881,0
New Hampshire,3/9/2020,0.031594891,0
Colorado,3/9/2020,0.030098612,0
California,3/9/2020,0.028891368,0.000361142
Vermont,3/9/2020,0.022809735,0
Nebraska,3/9/2020,0.022214199,0
Nevada,3/9/2020,0.018831732,0
Georgia,3/9/2020,0.013580254,0
Iowa,3/9/2020,0.013578952,0
Rhode Island,3/9/2020,0.013511313,0
Kentucky,3/9/2020,0.012788209,0
Maryland,3/9/2020,0.011820603,0
Hawaii,3/9/2020,0.010056885,0
South Carolina,3/9/2020,0.008429597,0
Florida,3/9/2020,0.008048545,0.001341424
New Jersey,3/9/2020,0.008018007,0
Pennsylvania,3/9/2020,0.007808193,0
Texas,3/9/2020,0.006470465,0
Indiana,3/9/2020,0.006404352,0
Tennessee,3/9/2020,0.00633044,0
Arizona,3/9/2020,0.005975914,0
Minnesota,3/9/2020,0.005091876,0
Kansas,3/9/2020,0.004906634,0
Utah,3/9/2020,0.004519215,0
Oklahoma,3/9/2020,0.003622985,0
Illinois,3/9/2020,0.003363698,0
Virginia,3/9/2020,0.003354365,0
North Carolina,3/9/2020,0.002751586,0
Missouri,3/9/2020,0.002331809,0
Delaware,3/9/2020,0,0
Alabama,3/9/2020,0,0
Connecticut,3/9/2020,0,0
Montana,3/9/2020,0,0
North Dakota,3/9/2020,0,0
Puerto Rico,3/9/2020,0,0
Ohio,3/9/2020,0,0
Louisiana,3/9/2020,0,0
District of Columbia,3/9/2020,0,0
South Dakota,3/9/2020,0,0
New Mexico,3/9/2020,0,0
Arkansas,3/9/2020,0,0
Mississippi,3/9/2020,0,0
West Virginia,3/9/2020,0,0
Maine,3/9/2020,0,0
Wyoming,3/9/2020,0,0
Alaska,3/9/2020,0,0
Idaho,3/9/2020,0,0
Wisconsin,3/9/2020,0,0
Michigan,3/9/2020,0,0
Northern Mariana Islands,3/9/2020,,
Guam,3/9/2020,,
American Samoa,3/9/2020,,
Virgin Islands,3/9/2020,,
Washington,3/8/2020,0.210429983,0.032228015
New York,3/8/2020,0.07748795,0
Oregon,3/8/2020,0.044315677,0
Massachusetts,3/8/2020,0.043464724,0
New Hampshire,3/8/2020,0.042126522,0
California,3/8/2020,0.029974794,0.000361142
Rhode Island,3/8/2020,0.027022627,0
Vermont,3/8/2020,0.022809735,0
Colorado,3/8/2020,0.020065741,0
Nevada,3/8/2020,0.018831732,0
Maryland,3/8/2020,0.011820603,0
Hawaii,3/8/2020,0.010056885,0
New Jersey,3/8/2020,0.008018007,0
Nebraska,3/8/2020,0.007404733,0
Georgia,3/8/2020,0.006790127,0
Florida,3/8/2020,0.006707121,0.001341424
Pennsylvania,3/8/2020,0.006692737,0
Tennessee,3/8/2020,0.00633044,0
Arizona,3/8/2020,0.005975914,0
South Carolina,3/8/2020,0.005619731,0
Texas,3/8/2020,0.005475009,0
Kansas,3/8/2020,0.004906634,0
Utah,3/8/2020,0.004519215,0
Illinois,3/8/2020,0.00448493,0
Indiana,3/8/2020,0.004269568,0
Oklahoma,3/8/2020,0.003622985,0
Virginia,3/8/2020,0.003354365,0
Kentucky,3/8/2020,0.003197052,0
North Carolina,3/8/2020,0.002751586,0
Minnesota,3/8/2020,0.002545938,0
Missouri,3/8/2020,0.002331809,0
North Dakota,3/8/2020,0,0
Arkansas,3/8/2020,0,0
Connecticut,3/8/2020,0,0
Louisiana,3/8/2020,0,0
District of Columbia,3/8/2020,0,0
Iowa,3/8/2020,0,0
Delaware,3/8/2020,0,0
Idaho,3/8/2020,0,0
Ohio,3/8/2020,0,0
South Dakota,3/8/2020,0,0
New Mexico,3/8/2020,0,0
Mississippi,3/8/2020,0,0
West Virginia,3/8/2020,0,0
Alabama,3/8/2020,0,0
Michigan,3/8/2020,0,0
Wyoming,3/8/2020,0,0
Maine,3/8/2020,0,0
Alaska,3/8/2020,0,0
Wisconsin,3/8/2020,0,0
Puerto Rico,3/8/2020,0,0
Montana,3/8/2020,0,0
Northern Mariana Islands,3/8/2020,,
Guam,3/8/2020,,
Virgin Islands,3/8/2020,,
American Samoa,3/8/2020,,
Washington,3/7/2020,0.180097733,0.028436484
New York,3/7/2020,0.055557398,0
Rhode Island,3/7/2020,0.04053394,0
California,3/7/2020,0.024918805,0.000361142
New Hampshire,3/7/2020,0.021063261,0
Colorado,3/7/2020,0.020065741,0
Oregon,3/7/2020,0.017044491,0
Massachusetts,3/7/2020,0.010348744,0
Hawaii,3/7/2020,0.010056885,0
Nevada,3/7/2020,0.009415866,0
Nebraska,3/7/2020,0.007404733,0
Maryland,3/7/2020,0.007092362,0
Georgia,3/7/2020,0.006790127,0
New Jersey,3/7/2020,0.006414405,0
Arizona,3/7/2020,0.005975914,0
South Carolina,3/7/2020,0.005619731,0
Florida,3/7/2020,0.004694984,0
Utah,3/7/2020,0.004519215,0
Illinois,3/7/2020,0.00448493,0
Texas,3/7/2020,0.003981825,0
Oklahoma,3/7/2020,0.003622985,0
Kentucky,3/7/2020,0.003197052,0
North Carolina,3/7/2020,0.002751586,0
Minnesota,3/7/2020,0.002545938,0
Pennsylvania,3/7/2020,0.002230912,0
Indiana,3/7/2020,0.002134784,0
Tennessee,3/7/2020,0.002110147,0
Delaware,3/7/2020,0,0
Iowa,3/7/2020,0,0
Ohio,3/7/2020,0,0
Virginia,3/7/2020,0,0
Connecticut,3/7/2020,0,0
Missouri,3/7/2020,0,0
District of Columbia,3/7/2020,0,0
Mississippi,3/7/2020,0,0
North Dakota,3/7/2020,0,0
West Virginia,3/7/2020,0,0
New Mexico,3/7/2020,0,0
Wyoming,3/7/2020,0,0
Alabama,3/7/2020,0,0
Alaska,3/7/2020,0,0
Puerto Rico,3/7/2020,0,0
Maine,3/7/2020,0,0
Kansas,3/7/2020,0,0
Louisiana,3/7/2020,0,0
Wisconsin,3/7/2020,0,0
Vermont,3/7/2020,0,0
Michigan,3/7/2020,0,0
Idaho,3/7/2020,0,0
Arkansas,3/7/2020,0,0
South Dakota,3/7/2020,0,0
Montana,3/7/2020,0,0
Northern Mariana Islands,3/7/2020,,
American Samoa,3/7/2020,,
Guam,3/7/2020,,
Virgin Islands,3/7/2020,,
Washington,3/6/2020,0.145973952,0.024644953
Rhode Island,3/6/2020,0.027022627,0
New York,3/6/2020,0.02266157,0
New Hampshire,3/6/2020,0.021063261,0
Colorado,3/6/2020,0.020065741,0
California,3/6/2020,0.017334821,0.000361142
Massachusetts,3/6/2020,0.010348744,0
Oregon,3/6/2020,0.010226695,0
Nevada,3/6/2020,0.009415866,0
Nebraska,3/6/2020,0.007404733,0
Maryland,3/6/2020,0.007092362,0
Georgia,3/6/2020,0.004074076,0
Illinois,3/6/2020,0.003363698,0
New Jersey,3/6/2020,0.003207203,0
Kentucky,3/6/2020,0.003197052,0
North Carolina,3/6/2020,0.002751586,0
Minnesota,3/6/2020,0.002545938,0
Pennsylvania,3/6/2020,0.002230912,0
Indiana,3/6/2020,0.002134784,0
Tennessee,3/6/2020,0.002110147,0
Florida,3/6/2020,0.002012136,0
Arizona,3/6/2020,0.001991971,0
Texas,3/6/2020,0.001990912,0
Ohio,3/6/2020,0,0
Iowa,3/6/2020,0,0
Connecticut,3/6/2020,0,0
Missouri,3/6/2020,0,0
North Dakota,3/6/2020,0,0
Louisiana,3/6/2020,0,0
Delaware,3/6/2020,0,0
Alaska,3/6/2020,0,0
District of Columbia,3/6/2020,0,0
Wyoming,3/6/2020,0,0
New Mexico,3/6/2020,0,0
Puerto Rico,3/6/2020,0,0
Virginia,3/6/2020,0,0
West Virginia,3/6/2020,0,0
Kansas,3/6/2020,0,0
Utah,3/6/2020,0,0
Oklahoma,3/6/2020,0,0
South Carolina,3/6/2020,0,0
Mississippi,3/6/2020,0,0
Wisconsin,3/6/2020,0,0
Maine,3/6/2020,0,0
South Dakota,3/6/2020,0,0
Alabama,3/6/2020,0,0
Idaho,3/6/2020,0,0
Vermont,3/6/2020,0,0
Montana,3/6/2020,0,0
Hawaii,3/6/2020,0,0
Michigan,3/6/2020,0,0
Arkansas,3/6/2020,0,0
Northern Mariana Islands,3/6/2020,,
Virgin Islands,3/6/2020,,
American Samoa,3/6/2020,,
Guam,3/6/2020,,
Washington,3/5/2020,0.130807827,0.020853422
Rhode Island,3/5/2020,0.027022627,0
New Hampshire,3/5/2020,0.021063261,0
New York,3/5/2020,0.016813423,0
California,3/5/2020,0.014445684,0.000361142
Oregon,3/5/2020,0.010226695,0
Colorado,3/5/2020,0.005016435,0
Nevada,3/5/2020,0.004707933,0
Illinois,3/5/2020,0.003363698,0
New Jersey,3/5/2020,0.003207203,0
Georgia,3/5/2020,0.002716051,0
Tennessee,3/5/2020,0.002110147,0
Massachusetts,3/5/2020,0.002069749,0
Florida,3/5/2020,0.002012136,0
Texas,3/5/2020,0.001493184,0
North Carolina,3/5/2020,0.001375793,0
Iowa,3/5/2020,0,0
North Dakota,3/5/2020,0,0
Wyoming,3/5/2020,0,0
Delaware,3/5/2020,0,0
Nebraska,3/5/2020,0,0
Ohio,3/5/2020,0,0
Michigan,3/5/2020,0,0
District of Columbia,3/5/2020,0,0
Idaho,3/5/2020,0,0
Connecticut,3/5/2020,0,0
Arizona,3/5/2020,0,0
New Mexico,3/5/2020,0,0
Maryland,3/5/2020,0,0
Pennsylvania,3/5/2020,0,0
Alabama,3/5/2020,0,0
Arkansas,3/5/2020,0,0
Wisconsin,3/5/2020,0,0
Oklahoma,3/5/2020,0,0
Missouri,3/5/2020,0,0
Alaska,3/5/2020,0,0
Puerto Rico,3/5/2020,0,0
South Carolina,3/5/2020,0,0
Kansas,3/5/2020,0,0
Montana,3/5/2020,0,0
Minnesota,3/5/2020,0,0
South Dakota,3/5/2020,0,0
Vermont,3/5/2020,0,0
Hawaii,3/5/2020,0,0
Kentucky,3/5/2020,0,0
Utah,3/5/2020,0,0
Maine,3/5/2020,0,0
Indiana,3/5/2020,0,0
Mississippi,3/5/2020,0,0
Louisiana,3/5/2020,0,0
Virginia,3/5/2020,0,0
West Virginia,3/5/2020,0,0
Northern Mariana Islands,3/5/2020,,
Guam,3/5/2020,,
American Samoa,3/5/2020,,
Virgin Islands,3/5/2020,,
Washington,3/4/2020,0.072039093,0.018957656
Rhode Island,3/4/2020,0.027022627,0
New Hampshire,3/4/2020,0.021063261,0
Oregon,3/4/2020,0.010226695,0
California,3/4/2020,0.009028552,0.000361142
New York,3/4/2020,0.008041202,0
Georgia,3/4/2020,0.002716051,0
Illinois,3/4/2020,0.002242465,0
Massachusetts,3/4/2020,0.002069749,0
North Carolina,3/4/2020,0.001375793,0
Florida,3/4/2020,0.001341424,0
District of Columbia,3/4/2020,0,0
Iowa,3/4/2020,0,0
North Dakota,3/4/2020,0,0
Texas,3/4/2020,0,0
Delaware,3/4/2020,0,0
Oklahoma,3/4/2020,0,0
Ohio,3/4/2020,0,0
South Carolina,3/4/2020,0,0
Colorado,3/4/2020,0,0
Arkansas,3/4/2020,0,0
Connecticut,3/4/2020,0,0
Pennsylvania,3/4/2020,0,0
New Jersey,3/4/2020,0,0
Wisconsin,3/4/2020,0,0
Nevada,3/4/2020,0,0
Maine,3/4/2020,0,0
New Mexico,3/4/2020,0,0
Michigan,3/4/2020,0,0
Virginia,3/4/2020,0,0
West Virginia,3/4/2020,0,0
South Dakota,3/4/2020,0,0
Minnesota,3/4/2020,0,0
Nebraska,3/4/2020,0,0
Kansas,3/4/2020,0,0
Idaho,3/4/2020,0,0
Arizona,3/4/2020,0,0
Alabama,3/4/2020,0,0
Tennessee,3/4/2020,0,0
Alaska,3/4/2020,0,0
Wyoming,3/4/2020,0,0
Vermont,3/4/2020,0,0
Montana,3/4/2020,0,0
Missouri,3/4/2020,0,0
Hawaii,3/4/2020,0,0
Louisiana,3/4/2020,0,0
Indiana,3/4/2020,0,0
Kentucky,3/4/2020,0,0
Utah,3/4/2020,0,0
Puerto Rico,3/4/2020,0,0
Maryland,3/4/2020,0,0
Mississippi,3/4/2020,0,0
Northern Mariana Islands,3/4/2020,,
American Samoa,3/4/2020,,
Guam,3/4/2020,,
Virgin Islands,3/4/2020,,
Washington,3/3/2020,0.049289906,0.013270359
Rhode Island,3/3/2020,0.027022627,0
New Hampshire,3/3/2020,0.021063261,0
Oregon,3/3/2020,0.010226695,0
California,3/3/2020,0.005417131,0
Georgia,3/3/2020,0.002716051,0
Illinois,3/3/2020,0.002242465,0
Massachusetts,3/3/2020,0.002069749,0
New York,3/3/2020,0.001462037,0
North Carolina,3/3/2020,0.001375793,0
Florida,3/3/2020,0.001341424,0
North Dakota,3/3/2020,0,0
Indiana,3/3/2020,0,0
Ohio,3/3/2020,0,0
Maine,3/3/2020,0,0
Connecticut,3/3/2020,0,0
Virginia,3/3/2020,0,0
District of Columbia,3/3/2020,0,0
Louisiana,3/3/2020,0,0
Colorado,3/3/2020,0,0
Oklahoma,3/3/2020,0,0
Delaware,3/3/2020,0,0
Alabama,3/3/2020,0,0
New Mexico,3/3/2020,0,0
Montana,3/3/2020,0,0
New Jersey,3/3/2020,0,0
Texas,3/3/2020,0,0
Nevada,3/3/2020,0,0
Tennessee,3/3/2020,0,0
Iowa,3/3/2020,0,0
South Dakota,3/3/2020,0,0
Missouri,3/3/2020,0,0
Arkansas,3/3/2020,0,0
West Virginia,3/3/2020,0,0
Maryland,3/3/2020,0,0
Mississippi,3/3/2020,0,0
Nebraska,3/3/2020,0,0
Alaska,3/3/2020,0,0
Utah,3/3/2020,0,0
Minnesota,3/3/2020,0,0
Puerto Rico,3/3/2020,0,0
South Carolina,3/3/2020,0,0
Vermont,3/3/2020,0,0
Wyoming,3/3/2020,0,0
Hawaii,3/3/2020,0,0
Wisconsin,3/3/2020,0,0
Arizona,3/3/2020,0,0
Kentucky,3/3/2020,0,0
Pennsylvania,3/3/2020,0,0
Idaho,3/3/2020,0,0
Kansas,3/3/2020,0,0
Michigan,3/3/2020,0,0
Northern Mariana Islands,3/3/2020,,
Guam,3/3/2020,,
American Samoa,3/3/2020,,
Virgin Islands,3/3/2020,,
Washington,3/2/2020,0.032228015,0.011374594
Rhode Island,3/2/2020,0.027022627,0
New Hampshire,3/2/2020,0.01053163,0
Oregon,3/2/2020,0.010226695,0
California,3/2/2020,0.003972563,0
Illinois,3/2/2020,0.002242465,0
New York,3/2/2020,0.000731018,0
Florida,3/2/2020,0.000670712,0
North Dakota,3/2/2020,0,0
Kansas,3/2/2020,0,0
District of Columbia,3/2/2020,0,0
Louisiana,3/2/2020,0,0
North Carolina,3/2/2020,0,0
Missouri,3/2/2020,0,0
Ohio,3/2/2020,0,0
Alabama,3/2/2020,0,0
Connecticut,3/2/2020,0,0
Arizona,3/2/2020,0,0
Delaware,3/2/2020,0,0
West Virginia,3/2/2020,0,0
Colorado,3/2/2020,0,0
Minnesota,3/2/2020,0,0
New Mexico,3/2/2020,0,0
Tennessee,3/2/2020,0,0
Nevada,3/2/2020,0,0
Virginia,3/2/2020,0,0
New Jersey,3/2/2020,0,0
Massachusetts,3/2/2020,0,0
South Carolina,3/2/2020,0,0
Maine,3/2/2020,0,0
Maryland,3/2/2020,0,0
Texas,3/2/2020,0,0
Pennsylvania,3/2/2020,0,0
Georgia,3/2/2020,0,0
Wisconsin,3/2/2020,0,0
Nebraska,3/2/2020,0,0
Idaho,3/2/2020,0,0
Vermont,3/2/2020,0,0
Indiana,3/2/2020,0,0
Arkansas,3/2/2020,0,0
Kentucky,3/2/2020,0,0
Michigan,3/2/2020,0,0
Iowa,3/2/2020,0,0
Montana,3/2/2020,0,0
Puerto Rico,3/2/2020,0,0
South Dakota,3/2/2020,0,0
Mississippi,3/2/2020,0,0
Utah,3/2/2020,0,0
Wyoming,3/2/2020,0,0
Alaska,3/2/2020,0,0
Hawaii,3/2/2020,0,0
Oklahoma,3/2/2020,0,0
Northern Mariana Islands,3/2/2020,,
Virgin Islands,3/2/2020,,
Guam,3/2/2020,,
American Samoa,3/2/2020,,
Washington,3/1/2020,0.018957656,0.001895766
Rhode Island,3/1/2020,0.013511313,0
Oregon,3/1/2020,0.003408898,0
Illinois,3/1/2020,0.001121233,0
California,3/1/2020,0.000722284,0
Indiana,3/1/2020,0,0
New York,3/1/2020,0,0
Hawaii,3/1/2020,0,0
Connecticut,3/1/2020,0,0
Iowa,3/1/2020,0,0
Ohio,3/1/2020,0,0
Vermont,3/1/2020,0,0
North Carolina,3/1/2020,0,0
Montana,3/1/2020,0,0
North Dakota,3/1/2020,0,0
Idaho,3/1/2020,0,0
Colorado,3/1/2020,0,0
Nebraska,3/1/2020,0,0
Delaware,3/1/2020,0,0
Puerto Rico,3/1/2020,0,0
District of Columbia,3/1/2020,0,0
Kansas,3/1/2020,0,0
Nevada,3/1/2020,0,0
Wisconsin,3/1/2020,0,0
New Jersey,3/1/2020,0,0
South Dakota,3/1/2020,0,0
New Mexico,3/1/2020,0,0
Georgia,3/1/2020,0,0
New Hampshire,3/1/2020,0,0
Pennsylvania,3/1/2020,0,0
Texas,3/1/2020,0,0
Mississippi,3/1/2020,0,0
Maryland,3/1/2020,0,0
Utah,3/1/2020,0,0
Oklahoma,3/1/2020,0,0
Maine,3/1/2020,0,0
South Carolina,3/1/2020,0,0
Florida,3/1/2020,0,0
Massachusetts,3/1/2020,0,0
Virginia,3/1/2020,0,0
Tennessee,3/1/2020,0,0
Minnesota,3/1/2020,0,0
Alabama,3/1/2020,0,0
West Virginia,3/1/2020,0,0
Arizona,3/1/2020,0,0
Missouri,3/1/2020,0,0
Wyoming,3/1/2020,0,0
Louisiana,3/1/2020,0,0
Alaska,3/1/2020,0,0
Michigan,3/1/2020,0,0
Kentucky,3/1/2020,0,0
Arkansas,3/1/2020,0,0
Northern Mariana Islands,3/1/2020,,
Virgin Islands,3/1/2020,,
American Samoa,3/1/2020,,
Guam,3/1/2020,,
Washington,2/29/2020,0.011374594,0.001895766
Oregon,2/29/2020,0.003408898,0
California,2/29/2020,0.000722284,0
Massachusetts,2/29/2020,0,0
District of Columbia,2/29/2020,0,0
Alaska,2/29/2020,0,0
New York,2/29/2020,0,0
Michigan,2/29/2020,0,0
Connecticut,2/29/2020,0,0
Florida,2/29/2020,0,0
North Carolina,2/29/2020,0,0
Virginia,2/29/2020,0,0
North Dakota,2/29/2020,0,0
Illinois,2/29/2020,0,0
Ohio,2/29/2020,0,0
Louisiana,2/29/2020,0,0
Delaware,2/29/2020,0,0
Maryland,2/29/2020,0,0
Colorado,2/29/2020,0,0
Montana,2/29/2020,0,0
New Hampshire,2/29/2020,0,0
Idaho,2/29/2020,0,0
Nevada,2/29/2020,0,0
Tennessee,2/29/2020,0,0
New Mexico,2/29/2020,0,0
Nebraska,2/29/2020,0,0
New Jersey,2/29/2020,0,0
Puerto Rico,2/29/2020,0,0
Arkansas,2/29/2020,0,0
Minnesota,2/29/2020,0,0
Wisconsin,2/29/2020,0,0
Hawaii,2/29/2020,0,0
Rhode Island,2/29/2020,0,0
Maine,2/29/2020,0,0
Wyoming,2/29/2020,0,0
South Carolina,2/29/2020,0,0
Missouri,2/29/2020,0,0
Utah,2/29/2020,0,0
Iowa,2/29/2020,0,0
Vermont,2/29/2020,0,0
Kansas,2/29/2020,0,0
Indiana,2/29/2020,0,0
South Dakota,2/29/2020,0,0
Georgia,2/29/2020,0,0
West Virginia,2/29/2020,0,0
Arizona,2/29/2020,0,0
Pennsylvania,2/29/2020,0,0
Kentucky,2/29/2020,0,0
Texas,2/29/2020,0,0
Alabama,2/29/2020,0,0
Oklahoma,2/29/2020,0,0
Mississippi,2/29/2020,0,0
Northern Mariana Islands,2/29/2020,,
American Samoa,2/29/2020,,
Virgin Islands,2/29/2020,,
Guam,2/29/2020,,
California,2/28/2020,0.000361142,0
Mississippi,2/28/2020,0,0
North Carolina,2/28/2020,0,0
Minnesota,2/28/2020,0,0
Delaware,2/28/2020,0,0
Missouri,2/28/2020,0,0
Colorado,2/28/2020,0,0
Michigan,2/28/2020,0,0
District of Columbia,2/28/2020,0,0
Montana,2/28/2020,0,0
New York,2/28/2020,0,0
Massachusetts,2/28/2020,0,0
Connecticut,2/28/2020,0,0
Nebraska,2/28/2020,0,0
Ohio,2/28/2020,0,0
Oklahoma,2/28/2020,0,0
North Dakota,2/28/2020,0,0
Maryland,2/28/2020,0,0
New Hampshire,2/28/2020,0,0
Oregon,2/28/2020,0,0
New Mexico,2/28/2020,0,0
Maine,2/28/2020,0,0
Nevada,2/28/2020,0,0
Pennsylvania,2/28/2020,0,0
New Jersey,2/28/2020,0,0
Louisiana,2/28/2020,0,0
Puerto Rico,2/28/2020,0,0
Kentucky,2/28/2020,0,0
Rhode Island,2/28/2020,0,0
Kansas,2/28/2020,0,0
South Carolina,2/28/2020,0,0
Iowa,2/28/2020,0,0
South Dakota,2/28/2020,0,0
Indiana,2/28/2020,0,0
Tennessee,2/28/2020,0,0
Illinois,2/28/2020,0,0
Texas,2/28/2020,0,0
Idaho,2/28/2020,0,0
Utah,2/28/2020,0,0
Hawaii,2/28/2020,0,0
Vermont,2/28/2020,0,0
Georgia,2/28/2020,0,0
Florida,2/28/2020,0,0
Virginia,2/28/2020,0,0
Arkansas,2/28/2020,0,0
Washington,2/28/2020,0,0
Arizona,2/28/2020,0,0
West Virginia,2/28/2020,0,0
Wisconsin,2/28/2020,0,0
Alaska,2/28/2020,0,0
Wyoming,2/28/2020,0,0
Alabama,2/28/2020,0,0
Northern Mariana Islands,2/28/2020,,
American Samoa,2/28/2020,,
Guam,2/28/2020,,
Virgin Islands,2/28/2020,,
California,2/27/2020,0.001083426,0
Alabama,2/27/2020,0,0
North Carolina,2/27/2020,0,0
Tennessee,2/27/2020,0,0
District of Columbia,2/27/2020,0,0
Illinois,2/27/2020,0,0
Colorado,2/27/2020,0,0
South Carolina,2/27/2020,0,0
Ohio,2/27/2020,0,0
Iowa,2/27/2020,0,0
North Dakota,2/27/2020,0,0
Arkansas,2/27/2020,0,0
Connecticut,2/27/2020,0,0
Arizona,2/27/2020,0,0
Delaware,2/27/2020,0,0
Pennsylvania,2/27/2020,0,0
New York,2/27/2020,0,0
Maine,2/27/2020,0,0
Nevada,2/27/2020,0,0
Oregon,2/27/2020,0,0
New Hampshire,2/27/2020,0,0
Massachusetts,2/27/2020,0,0
New Jersey,2/27/2020,0,0
Montana,2/27/2020,0,0
New Mexico,2/27/2020,0,0
Puerto Rico,2/27/2020,0,0
Idaho,2/27/2020,0,0
Missouri,2/27/2020,0,0
Mississippi,2/27/2020,0,0
Minnesota,2/27/2020,0,0
Michigan,2/27/2020,0,0
Texas,2/27/2020,0,0
Virginia,2/27/2020,0,0
Wisconsin,2/27/2020,0,0
Maryland,2/27/2020,0,0
Oklahoma,2/27/2020,0,0
Vermont,2/27/2020,0,0
Hawaii,2/27/2020,0,0
Utah,2/27/2020,0,0
Alaska,2/27/2020,0,0
South Dakota,2/27/2020,0,0
Indiana,2/27/2020,0,0
Wyoming,2/27/2020,0,0
Nebraska,2/27/2020,0,0
Kentucky,2/27/2020,0,0
Kansas,2/27/2020,0,0
Louisiana,2/27/2020,0,0
Florida,2/27/2020,0,0
Washington,2/27/2020,0,0
West Virginia,2/27/2020,0,0
Rhode Island,2/27/2020,0,0
Georgia,2/27/2020,0,0
Northern Mariana Islands,2/27/2020,,
Guam,2/27/2020,,
American Samoa,2/27/2020,,
Virgin Islands,2/27/2020,,
California,2/26/2020,0.000722284,0
Washington,2/26/2020,0,0
Ohio,2/26/2020,0,0
Wisconsin,2/26/2020,0,0
Delaware,2/26/2020,0,0
Nebraska,2/26/2020,0,0
District of Columbia,2/26/2020,0,0
Kentucky,2/26/2020,0,0
Connecticut,2/26/2020,0,0
Missouri,2/26/2020,0,0
New York,2/26/2020,0,0
Michigan,2/26/2020,0,0
North Carolina,2/26/2020,0,0
Pennsylvania,2/26/2020,0,0
North Dakota,2/26/2020,0,0
Arkansas,2/26/2020,0,0
Colorado,2/26/2020,0,0
Georgia,2/26/2020,0,0
New Mexico,2/26/2020,0,0
Tennessee,2/26/2020,0,0
New Jersey,2/26/2020,0,0
Illinois,2/26/2020,0,0
Nevada,2/26/2020,0,0
Arizona,2/26/2020,0,0
New Hampshire,2/26/2020,0,0
Massachusetts,2/26/2020,0,0
Montana,2/26/2020,0,0
Texas,2/26/2020,0,0
Virginia,2/26/2020,0,0
Vermont,2/26/2020,0,0
Alaska,2/26/2020,0,0
Rhode Island,2/26/2020,0,0
Florida,2/26/2020,0,0
West Virginia,2/26/2020,0,0
Alabama,2/26/2020,0,0
Kansas,2/26/2020,0,0
South Carolina,2/26/2020,0,0
Iowa,2/26/2020,0,0
Wyoming,2/26/2020,0,0
Idaho,2/26/2020,0,0
Maine,2/26/2020,0,0
Oregon,2/26/2020,0,0
Louisiana,2/26/2020,0,0
Mississippi,2/26/2020,0,0
Minnesota,2/26/2020,0,0
Puerto Rico,2/26/2020,0,0
Hawaii,2/26/2020,0,0
Maryland,2/26/2020,0,0
Oklahoma,2/26/2020,0,0
South Dakota,2/26/2020,0,0
Indiana,2/26/2020,0,0
Utah,2/26/2020,0,0
Northern Mariana Islands,2/26/2020,,
American Samoa,2/26/2020,,
Guam,2/26/2020,,
Virgin Islands,2/26/2020,,
California,2/25/2020,0.000722284,0
Wyoming,2/25/2020,0,0
Colorado,2/25/2020,0,0
Texas,2/25/2020,0,0
North Dakota,2/25/2020,0,0
Washington,2/25/2020,0,0
District of Columbia,2/25/2020,0,0
Idaho,2/25/2020,0,0
Connecticut,2/25/2020,0,0
Puerto Rico,2/25/2020,0,0
New York,2/25/2020,0,0
Rhode Island,2/25/2020,0,0
Ohio,2/25/2020,0,0
Kansas,2/25/2020,0,0
North Carolina,2/25/2020,0,0
